,SeniorCitizen,Partner,Dependents,tenure,OnlineSecurity,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
5168,0,0,0,9,0,0,0,1,2,80.8
5372,1,0,0,50,0,1,0,1,2,104.95
4652,0,0,0,23,0,0,1,1,0,19.65
4197,0,0,1,22,0,0,0,1,2,84.75
5196,1,0,0,66,0,0,1,0,1,108.1
5883,0,0,0,13,0,0,0,1,2,20.3
5373,0,1,0,71,0,1,2,1,2,105.25
4282,0,1,1,52,0,0,1,0,1,101.25
2365,1,0,0,18,0,1,0,0,1,93.9
4194,0,1,0,71,0,0,2,1,0,25.95
6031,1,1,1,12,0,1,0,1,2,29.3
3103,1,0,0,1,0,0,0,1,2,19.45
4359,0,0,0,23,0,0,0,1,0,98.7
5169,0,0,1,15,1,0,1,0,2,64.85
4364,0,0,0,63,1,1,2,1,0,80.3
2963,0,1,1,34,0,0,1,1,0,25.6
881,1,0,0,26,0,0,1,0,0,19.3
389,0,0,1,1,0,0,0,0,2,44.0
3449,0,1,1,52,0,0,1,1,0,95.7
1398,0,0,0,24,1,1,0,1,2,84.35
3192,0,0,0,58,0,0,2,1,1,19.15
74,0,0,1,3,1,1,0,1,1,64.5
3742,0,0,0,41,1,1,0,1,2,106.5
6049,0,1,1,47,0,0,2,0,0,20.05
6405,1,0,0,60,1,0,1,1,1,101.4
3189,0,1,1,15,0,0,0,0,2,19.8
4023,0,0,0,42,0,0,1,0,1,19.8
4960,1,0,0,50,0,0,0,1,2,95.7
3364,0,1,0,21,1,0,0,1,2,103.9
1149,0,1,1,13,0,0,0,1,2,96.65
649,1,0,0,24,0,0,0,0,0,70.0
5851,1,0,0,35,1,1,1,1,1,110.8
5748,0,0,0,21,0,0,0,1,0,99.85
1298,0,1,1,24,1,0,1,0,2,57.6
5357,0,1,0,60,0,0,2,0,2,19.95
1361,0,0,0,4,0,0,0,0,2,78.45
885,0,0,0,1,0,0,0,1,2,20.05
840,1,0,0,55,0,0,1,1,2,100.0
2737,0,0,0,64,0,1,1,1,0,104.65
953,0,0,0,15,1,1,0,0,2,58.95
1155,0,1,0,70,0,1,2,0,0,76.1
2953,0,1,1,20,0,0,0,1,1,105.85
3176,0,1,0,51,0,0,2,0,2,25.5
3945,0,0,0,3,1,1,0,0,2,34.25
5314,0,1,0,70,1,1,2,0,1,64.55
215,0,1,0,57,1,0,0,1,1,58.75
2101,0,1,0,37,1,1,1,1,2,99.2
2187,0,1,0,71,1,1,2,1,2,116.25
2007,0,0,0,2,0,0,0,1,2,80.2
4460,0,1,0,18,0,1,0,0,2,78.2
3560,0,0,0,7,0,0,0,0,2,43.9
3037,0,0,0,32,0,0,1,0,0,20.35
1431,0,1,0,43,0,1,1,1,1,64.85
3995,0,0,1,28,1,0,0,1,1,74.9
3902,0,0,0,1,1,0,0,0,2,29.9
3587,1,0,0,9,0,0,0,1,0,99.45
4685,0,1,0,46,0,1,2,1,0,108.9
203,0,0,1,13,0,0,0,1,0,78.3
6063,0,1,1,70,0,0,2,1,2,19.2
5106,0,0,0,52,0,0,0,1,2,59.45
211,0,0,0,1,0,0,0,0,2,25.25
3029,0,1,1,23,0,0,1,1,0,48.35
2806,0,1,0,58,1,0,2,1,2,86.1
6189,0,1,1,72,1,1,2,1,0,91.95
735,0,1,1,32,0,0,0,0,0,50.6
4159,1,0,0,59,1,0,0,1,2,89.75
2539,0,1,1,65,0,0,2,0,0,26.0
93,0,0,0,65,1,0,0,1,0,111.05
5414,0,0,0,64,0,1,1,1,0,105.65
3341,1,0,0,49,0,0,0,0,2,43.8
5907,0,0,0,1,0,0,0,1,2,44.3
404,0,0,0,20,0,0,2,1,2,19.7
6098,0,1,1,21,1,0,1,1,1,75.9
4058,0,1,1,40,0,1,0,1,2,84.85
2144,0,0,0,3,0,1,0,1,2,50.5
5256,0,1,1,52,0,1,2,1,1,96.25
4103,0,1,1,72,0,0,2,1,0,90.8
5139,0,1,1,50,0,0,2,0,2,24.95
5496,0,1,1,43,0,0,2,0,2,24.25
4177,0,0,1,21,0,0,0,0,2,45.65
3375,0,1,1,71,0,0,2,0,1,19.9
1508,1,1,1,23,0,0,0,1,1,88.45
3168,0,0,0,50,0,0,1,1,2,19.35
2292,0,1,1,54,1,1,2,0,0,91.3
6124,0,1,1,57,1,1,1,1,2,59.3
1397,0,0,0,4,0,0,0,1,0,82.85
2544,0,1,0,12,1,0,1,0,2,78.85
5903,0,1,0,52,1,1,2,1,0,91.6
1385,0,0,0,48,1,1,2,1,0,102.5
1525,0,1,1,7,0,0,0,0,2,20.65
2659,0,0,0,61,1,1,2,0,0,86.45
5218,0,1,1,0,0,0,1,1,2,19.7
4485,0,1,0,66,1,1,2,0,1,91.7
1616,0,1,1,53,0,0,2,1,2,19.4
3370,0,1,1,53,1,0,0,1,1,48.7
3961,0,0,0,8,0,0,0,1,2,29.25
1433,0,1,0,9,1,1,0,1,2,68.95
6416,0,0,0,67,1,1,2,0,2,43.9
5484,0,1,1,69,0,1,2,1,2,99.35
697,0,1,1,3,0,0,0,1,2,50.15
1526,0,0,0,3,0,0,0,0,2,95.4
4834,0,1,1,67,0,0,2,0,1,24.65
3637,0,0,0,9,0,0,0,0,2,20.25
184,0,0,0,13,0,0,0,1,2,79.25
4379,0,1,0,68,0,0,2,1,1,89.95
1769,0,1,0,71,0,0,0,1,1,93.25
4692,0,1,1,16,1,0,0,0,1,100.7
5845,0,0,0,3,0,0,0,1,2,75.8
371,0,0,0,2,0,0,0,1,2,85.65
6865,0,1,0,8,1,1,2,0,2,65.5
5371,0,0,0,54,1,0,1,1,1,103.95
1470,0,0,0,8,0,0,0,0,2,19.2
5194,0,0,1,22,0,0,0,1,2,89.4
4934,0,1,0,72,1,0,2,1,2,110.75
2273,0,1,0,30,0,0,1,0,0,19.8
1111,0,0,0,4,1,1,0,1,1,94.4
6121,0,1,1,8,0,0,2,0,1,19.5
3857,0,0,0,5,0,0,0,0,1,20.65
523,0,0,0,23,0,0,0,0,1,75.6
559,0,0,0,1,0,1,0,1,2,49.3
6757,0,1,1,51,1,0,1,0,2,59.3
4588,0,1,0,33,0,1,0,1,0,95.0
1713,0,1,0,52,0,1,0,0,1,61.35
5603,0,0,0,1,1,0,0,1,0,48.6
65,0,0,0,3,0,1,0,1,2,75.3
6014,0,0,0,54,0,0,1,1,0,94.1
5023,0,0,0,1,0,0,0,1,2,70.3
1252,0,0,0,1,0,0,0,0,2,19.45
3835,0,1,1,24,0,0,1,0,2,19.9
3623,1,1,0,37,0,0,0,1,1,72.25
4387,0,0,1,1,0,0,0,1,2,20.25
1374,0,1,1,45,1,1,2,1,2,84.35
3499,0,0,0,1,0,0,0,0,2,20.9
1803,0,0,0,36,1,1,2,1,2,53.1
4400,0,1,1,7,0,0,0,1,2,24.7
429,0,1,0,68,1,1,1,0,1,58.25
940,0,0,1,24,0,0,1,0,1,21.05
6898,0,1,1,22,0,0,1,1,2,100.05
1183,0,1,0,53,0,1,1,1,2,93.45
4362,0,1,0,49,0,0,1,0,0,20.7
1197,0,1,0,15,0,0,0,1,0,19.45
5343,0,1,0,52,1,1,2,0,0,66.25
2869,0,0,0,6,0,0,0,1,2,91.1
5678,0,0,1,1,1,1,0,1,2,60.0
83,0,0,0,42,0,1,0,1,1,103.8
1682,0,1,0,72,1,0,2,1,2,85.25
3777,0,1,1,47,0,0,2,0,1,19.3
6450,0,1,1,27,0,0,2,0,2,19.9
6823,0,0,0,4,1,0,0,1,1,50.55
5751,0,0,0,47,0,0,2,0,0,20.25
3974,0,1,0,37,1,0,1,0,2,79.25
838,0,0,0,36,1,1,0,1,0,79.2
6380,1,1,0,65,0,0,0,1,2,104.35
266,0,0,0,50,0,0,2,0,1,24.9
5839,1,1,0,7,0,0,0,1,2,75.4
6361,0,0,0,7,0,1,0,0,1,62.8
5572,0,1,0,70,1,1,2,1,0,74.8
1307,0,0,0,36,1,1,1,1,2,75.55
6290,0,1,0,71,0,0,2,1,1,93.7
5570,0,1,1,37,0,0,0,1,2,95.15
6289,0,0,0,67,1,1,2,0,0,116.2
1667,0,0,0,14,0,0,1,1,0,24.8
1000,0,0,0,7,0,0,0,1,2,95.35
4631,0,0,0,5,0,0,0,1,2,92.5
4139,1,0,0,24,0,0,0,1,2,80.5
6756,1,1,0,22,0,0,0,1,1,89.75
4280,0,1,1,64,0,0,2,1,1,19.7
6725,0,1,0,37,0,0,0,0,1,19.5
3155,0,0,1,29,0,0,1,0,2,19.85
4771,0,0,0,3,0,0,0,1,2,79.4
4648,0,0,0,2,0,0,0,1,2,70.3
5121,0,0,0,29,0,0,1,0,0,70.9
4449,0,0,0,60,0,0,2,0,2,104.7
5882,0,1,1,14,0,0,2,1,2,19.7
3127,0,0,0,29,0,0,0,1,2,30.6
4817,0,0,0,1,0,0,0,0,2,19.9
2744,0,1,0,42,0,1,2,1,0,99.0
3393,0,1,0,62,0,1,2,1,1,107.6
6312,0,0,0,54,1,1,1,1,0,105.4
3724,0,1,1,62,0,0,1,0,1,24.8
3893,1,0,0,7,0,0,0,1,2,51.3
3767,0,1,0,72,1,1,2,1,0,110.9
1647,0,1,1,11,0,0,0,1,1,79.5
5970,0,1,0,5,1,0,0,1,2,89.15
6636,0,1,1,10,1,0,1,0,2,70.3
5074,0,0,1,49,0,0,1,0,0,19.45
1378,0,1,1,58,0,0,0,1,1,66.8
3630,0,0,0,4,0,0,0,0,1,20.95
4741,1,1,0,15,0,0,0,1,2,94.65
3270,0,0,0,4,0,1,0,1,2,100.85
2421,0,0,0,68,0,0,0,1,1,39.9
4206,0,1,1,72,1,1,2,1,0,116.8
2987,0,1,1,33,0,0,2,0,2,20.1
5471,0,0,0,29,0,0,0,1,2,74.2
4863,0,1,1,57,0,0,2,0,2,20.75
4381,1,0,0,49,0,0,0,1,0,90.85
3690,0,0,0,24,0,0,0,1,0,54.15
2405,0,1,1,8,0,0,0,1,2,94.2
1320,0,1,1,32,1,0,1,0,2,94.8
23,0,1,0,58,0,1,2,1,0,59.9
3361,1,0,0,64,0,1,0,0,0,74.65
6337,0,1,1,55,1,0,1,0,2,100.9
5342,0,0,0,37,0,0,0,1,2,64.75
3677,0,0,0,1,0,1,0,0,2,30.55
5580,0,0,0,48,0,0,1,0,1,19.95
4243,0,0,1,40,1,1,0,1,0,64.1
2811,0,1,1,39,0,0,2,0,2,19.75
4881,0,1,0,28,0,1,0,0,1,76.55
3455,0,0,0,1,0,0,0,1,2,90.55
3067,0,0,0,6,0,0,0,1,2,84.4
2658,0,1,1,14,0,0,2,0,2,18.8
3045,0,1,0,48,0,0,1,1,2,65.65
1455,0,1,0,36,1,1,2,1,0,106.05
1715,0,1,1,46,0,0,2,0,2,19.4
3972,0,0,0,45,1,0,0,1,1,50.9
2331,0,1,0,25,0,0,1,1,2,26.8
3016,0,0,0,3,0,0,0,1,2,55.3
3469,1,0,0,15,0,0,0,1,2,91.5
4289,0,0,0,54,0,0,2,0,2,20.1
606,0,1,1,38,1,1,2,0,0,81.0
511,0,0,0,61,1,0,0,1,2,106.45
6892,0,1,1,48,1,0,1,1,1,99.7
5411,1,1,0,1,0,0,0,1,2,24.8
1615,0,1,0,49,0,0,1,1,1,20.05
1670,1,0,1,1,0,0,0,1,2,50.15
6555,0,0,0,18,0,0,1,0,2,19.65
4146,0,1,0,35,0,0,0,1,2,75.2
5762,1,1,0,30,1,1,0,1,1,105.7
4788,0,0,0,59,0,0,2,0,0,54.15
6826,0,0,0,4,0,0,0,1,0,20.7
3989,0,0,1,8,1,0,0,1,2,38.5
2082,0,0,1,21,0,0,0,0,2,24.7
738,1,0,0,42,0,0,0,1,1,79.35
3342,0,0,0,40,1,0,1,0,0,62.05
1523,0,0,0,8,0,0,0,0,2,43.55
6093,0,1,0,71,0,1,2,1,2,47.05
5335,0,1,0,64,1,1,1,1,2,96.9
4916,0,0,0,2,0,0,0,0,2,79.55
278,0,0,0,14,0,1,0,1,2,55.0
3562,1,0,0,5,0,0,0,1,2,89.8
2376,0,0,0,11,0,0,1,1,2,61.25
3495,1,0,0,1,0,0,0,1,2,75.35
1037,0,0,0,13,0,0,0,0,2,49.15
187,0,0,0,3,0,1,0,0,2,30.4
4173,0,0,0,12,0,0,0,1,2,86.55
688,0,0,0,52,0,0,1,0,2,30.1
5273,0,1,1,69,0,0,2,0,1,20.15
6200,0,1,1,59,0,0,2,0,0,19.5
6715,0,0,0,11,0,0,0,1,2,89.2
2210,0,0,0,69,0,1,2,0,2,104.0
4601,0,0,0,45,0,1,0,1,1,103.65
6079,0,1,0,25,0,0,0,0,2,54.1
3362,0,0,0,1,1,0,0,1,2,54.9
3804,0,0,0,10,0,0,0,0,2,79.85
6774,0,0,0,1,0,0,0,0,2,19.65
2770,0,1,1,17,0,0,0,1,2,92.55
2602,0,1,1,64,0,1,1,1,2,111.45
6226,0,0,0,65,0,0,2,0,2,25.75
5560,0,1,0,61,0,1,0,0,0,94.15
5055,1,1,0,53,0,0,2,0,0,25.1
3090,0,0,0,1,0,0,0,1,2,53.5
6554,0,0,0,1,0,0,0,0,2,68.65
3267,0,1,1,47,0,0,1,0,2,20.05
5908,0,0,0,1,0,0,0,0,2,20.2
6944,0,0,0,3,0,0,0,1,2,19.1
2754,0,0,0,3,1,1,0,0,2,41.35
1390,0,1,1,72,1,0,2,0,0,68.75
5426,0,1,0,51,0,1,2,1,1,75.2
5984,0,1,0,14,0,0,0,1,2,85.15
4,0,0,0,2,0,0,0,1,2,70.7
6568,0,1,1,8,0,0,2,0,2,19.7
5502,1,1,0,16,0,0,0,1,1,71.8
813,0,1,1,34,1,0,1,0,1,30.4
416,0,1,0,70,0,1,2,1,1,98.7
5619,1,1,0,20,0,0,1,1,1,91.0
4864,0,1,0,71,0,1,1,1,1,113.15
1597,0,1,0,48,1,0,2,1,1,96.9
5815,1,0,0,9,0,0,0,1,2,85.05
357,0,1,0,64,0,1,2,1,2,105.25
1529,0,1,0,59,0,0,2,0,1,18.4
5942,0,1,0,9,0,0,0,1,2,48.75
3170,0,0,0,28,0,0,1,0,2,100.2
155,0,1,1,14,0,0,0,1,1,80.9
2914,0,0,0,32,0,0,1,1,1,64.85
2576,0,1,1,53,0,1,0,1,1,108.25
3228,0,1,1,53,0,0,1,1,2,105.25
2212,0,0,0,10,0,0,1,0,2,19.5
6917,0,1,0,72,1,0,2,1,1,84.05
4993,0,1,1,72,1,1,2,1,1,65.65
1846,0,0,0,19,0,0,1,0,2,18.8
5946,0,0,0,42,1,1,1,0,0,73.9
3315,1,1,0,66,0,1,1,1,1,107.35
3850,0,1,0,51,1,1,2,1,0,83.25
5728,0,0,0,13,0,1,0,0,2,89.4
670,0,1,1,53,0,0,1,1,1,19.85
2025,0,1,1,72,1,1,2,1,1,116.85
5391,0,0,0,6,0,1,1,1,2,49.25
3335,0,0,0,12,0,0,0,0,2,25.0
1764,0,1,1,63,1,1,2,0,2,75.7
2274,0,1,1,23,1,1,0,1,2,99.85
4106,1,1,0,24,0,0,0,1,2,93.55
4596,0,0,0,18,0,0,1,1,0,89.6
377,0,1,0,25,0,1,0,1,1,104.95
6417,1,1,0,51,1,0,0,1,2,77.5
6470,0,1,1,8,0,0,1,1,2,43.45
1887,0,0,0,16,0,0,0,0,2,72.65
744,0,0,0,5,0,0,0,1,0,44.05
32,0,1,1,27,1,1,1,0,2,66.15
2388,0,0,0,1,0,0,0,1,2,55.45
4113,0,0,0,36,0,0,1,1,0,20.35
6918,0,1,0,33,1,1,1,1,2,103.75
1988,1,1,0,58,1,0,1,1,2,108.85
206,0,1,1,72,1,1,2,1,0,55.45
6750,0,0,0,43,1,0,1,1,0,35.2
5675,0,0,0,3,0,0,0,1,2,69.6
2790,0,0,0,50,1,1,2,1,2,109.65
3890,0,1,0,72,0,1,1,1,2,109.25
6396,1,1,0,36,0,0,0,1,0,91.95
3193,0,1,1,3,0,0,2,0,2,19.1
938,0,1,0,65,0,1,1,1,0,108.05
1662,0,0,0,5,0,0,0,1,2,69.75
6672,0,0,0,27,0,0,2,0,0,20.35
2394,0,0,0,71,0,0,1,1,0,79.05
3360,0,0,0,13,0,0,0,1,2,83.2
6848,0,1,0,2,0,0,0,0,0,69.0
1559,0,0,0,2,0,0,0,0,2,20.35
4478,0,0,0,3,0,0,0,1,2,54.2
784,0,0,1,63,1,1,1,1,1,40.6
801,0,0,0,10,0,1,0,1,2,98.5
5021,0,1,1,23,1,0,1,0,0,81.85
5024,0,1,0,72,0,0,2,0,2,25.4
3353,0,1,0,12,0,0,0,1,0,85.05
536,0,1,0,63,0,0,0,1,1,81.55
1791,0,1,0,44,1,0,1,1,2,61.5
6856,0,1,1,58,0,0,2,0,0,25.15
5742,1,1,0,72,1,1,2,1,2,114.5
1093,0,1,1,71,1,1,2,0,2,100.45
4975,0,1,0,72,0,0,2,1,1,103.75
5200,0,1,1,70,0,0,1,1,2,106.5
2505,0,1,1,34,0,0,1,1,1,20.1
3510,0,0,0,8,0,0,0,1,2,75.25
1880,0,0,0,2,0,0,0,1,2,86.0
773,0,1,0,5,1,0,0,1,2,88.9
142,0,1,0,61,0,0,2,1,1,101.05
5911,0,1,0,7,1,0,0,0,2,34.2
1778,0,1,1,72,0,0,2,0,0,24.75
3905,0,0,0,3,0,0,0,0,0,35.2
6818,0,0,0,3,1,1,2,0,2,71.1
4954,0,0,1,1,0,0,0,1,2,90.85
4917,0,0,0,15,0,0,0,0,2,19.6
4317,0,0,1,3,0,0,1,1,0,20.55
4987,0,1,0,71,0,0,2,0,1,24.45
5869,0,1,1,44,0,0,1,0,2,94.4
284,0,1,1,18,0,0,0,0,2,95.15
3221,0,0,0,3,0,1,0,1,2,29.75
5613,0,1,1,72,1,1,2,1,1,70.45
6151,0,0,0,9,0,0,0,0,2,71.0
2300,0,1,1,48,1,0,1,1,0,103.25
5179,0,0,0,3,0,1,0,1,2,69.35
1413,0,1,1,65,1,1,2,0,0,94.55
1539,0,1,1,4,1,0,0,0,2,50.3
2579,0,0,0,48,0,0,2,0,0,20.15
1247,0,1,1,24,0,0,1,0,1,83.15
4897,0,1,1,15,1,0,0,1,1,30.2
3817,0,0,0,53,0,0,2,0,2,20.25
6025,0,0,1,41,0,0,0,0,1,45.2
4191,0,1,0,63,0,1,0,1,2,108.75
3937,0,0,0,4,0,0,0,1,0,20.15
2021,0,1,1,62,1,1,2,0,2,108.15
6516,0,0,1,1,0,0,0,0,2,48.95
4501,0,0,0,39,0,0,2,0,0,20.7
5395,0,0,0,5,0,0,0,1,0,81.0
6613,0,0,0,3,0,0,0,0,2,20.4
4291,0,1,1,64,1,1,2,0,1,110.3
3207,0,0,0,5,0,0,0,1,0,19.65
3458,0,0,0,26,0,0,0,1,1,88.8
5100,0,0,0,1,0,0,0,0,2,75.3
1838,1,0,0,54,0,0,0,1,2,90.05
5233,0,1,0,8,0,0,0,0,2,101.15
2915,0,1,1,72,1,1,2,1,1,63.8
3701,0,1,1,27,0,0,2,0,2,24.5
4336,1,0,0,72,1,1,2,1,1,110.1
1701,0,1,1,66,0,0,1,1,0,102.45
5960,1,0,0,62,0,0,1,0,2,84.45
5734,0,1,1,72,1,1,2,1,2,89.4
5122,0,1,1,27,0,0,0,0,2,49.85
6411,1,1,0,2,0,0,0,0,2,70.1
6301,1,0,0,67,0,0,0,0,2,54.9
2224,1,1,0,17,0,0,0,1,2,76.45
436,0,1,0,36,0,0,1,0,1,20.85
1724,0,1,0,3,0,0,0,0,2,94.9
1239,0,1,1,3,0,0,0,1,0,58.7
3025,0,1,1,67,0,0,2,0,2,26.3
5807,0,0,0,57,0,0,2,0,0,18.8
1232,0,1,1,34,0,0,0,0,2,78.3
6581,1,0,0,54,0,1,1,0,2,72.1
5876,1,0,0,1,0,0,0,1,2,86.0
2757,0,1,1,69,1,0,1,0,1,84.45
3957,0,1,0,63,0,0,2,0,2,102.6
3475,0,1,1,2,0,0,1,0,2,20.3
848,0,1,0,72,1,1,2,1,0,92.0
3423,0,0,1,1,1,0,0,0,2,50.6
3529,1,1,0,2,0,0,0,1,2,74.2
345,1,0,0,1,0,0,0,1,2,72.1
1036,0,1,1,68,1,1,2,1,1,114.7
3643,0,1,0,53,0,0,1,0,0,19.05
2776,1,1,0,16,0,0,0,1,0,74.3
3749,1,0,0,2,0,0,0,1,2,93.85
3183,1,1,0,3,0,0,0,1,2,36.45
2441,1,0,0,2,0,0,0,0,2,81.5
892,1,0,0,32,0,0,0,1,0,81.1
1244,0,0,0,15,0,0,0,0,1,19.4
3182,0,1,0,45,0,1,2,1,0,95.2
3625,0,1,0,71,0,0,2,0,0,19.85
6902,1,1,0,56,1,1,1,1,0,68.45
2854,0,1,1,17,1,0,1,1,1,70.35
1118,0,1,1,48,1,0,0,1,0,105.25
5923,0,0,0,6,0,1,0,1,2,89.25
5068,0,1,0,71,0,0,2,1,1,20.9
833,0,1,1,37,0,0,0,1,2,88.8
6606,0,1,0,38,0,1,0,1,2,105.0
4706,0,0,0,1,0,0,0,1,2,44.45
5434,0,0,1,33,1,0,0,1,1,95.3
6668,0,0,0,38,0,1,0,1,2,103.65
5405,0,0,1,34,1,0,1,1,2,103.8
6280,0,0,1,23,0,1,1,1,2,49.45
1201,0,0,0,12,0,0,0,1,2,49.4
3535,0,1,1,64,0,1,2,1,0,109.2
4718,0,1,0,20,0,0,1,1,2,20.0
6730,0,1,1,15,0,0,1,0,2,19.65
1962,0,0,0,23,1,0,1,1,0,99.95
3665,0,1,0,71,1,0,2,1,2,99.0
5990,0,0,1,36,0,0,0,1,2,94.7
4117,0,1,0,63,1,0,2,0,0,99.7
4924,0,0,0,1,0,0,0,1,2,35.75
5457,0,1,1,11,1,0,0,0,1,51.0
1055,0,0,0,36,0,0,1,0,2,19.55
1043,0,1,1,32,0,0,0,1,1,69.75
4167,0,1,0,50,0,0,1,0,1,75.7
6190,0,0,0,1,0,0,0,0,2,80.5
5208,0,1,1,14,1,1,0,0,1,59.45
5766,0,1,0,23,0,1,1,0,1,60.0
6326,0,0,0,62,0,0,2,1,0,43.6
3538,0,1,1,71,1,1,2,0,0,100.2
5430,0,0,0,10,0,0,0,1,0,72.15
5451,0,1,0,71,1,0,1,0,2,95.65
3140,0,0,0,14,0,0,0,0,2,76.45
2417,0,0,0,10,0,1,0,0,2,35.75
1602,0,0,0,30,0,0,0,1,2,90.25
4779,0,1,0,19,0,0,0,1,2,96.8
3632,0,1,0,24,0,0,0,1,2,79.65
4453,0,1,0,10,0,0,0,1,2,98.5
5069,0,0,0,4,0,0,0,0,2,75.35
6957,0,0,0,9,0,1,0,0,2,86.25
2014,0,1,1,13,0,1,0,0,1,61.8
3445,0,1,0,46,0,1,1,1,2,103.15
574,1,1,0,28,0,1,0,1,2,110.85
2424,0,0,0,57,1,0,2,1,1,112.95
2473,0,1,1,6,0,0,0,0,2,19.85
347,0,1,0,70,0,0,2,0,1,19.45
4766,0,0,0,71,1,1,2,1,0,113.15
2969,0,1,1,65,1,1,2,0,2,109.3
6276,0,1,1,15,0,0,1,0,0,20.35
6266,1,0,0,33,0,0,0,1,0,83.85
5913,0,0,0,26,1,1,1,1,0,87.15
6784,0,0,0,19,0,0,0,0,1,24.7
4488,1,1,0,42,1,0,0,1,0,74.15
5331,0,1,1,44,1,1,2,1,0,54.05
5555,0,1,1,70,0,0,2,0,1,19.8
4784,0,0,0,1,0,0,0,1,2,19.55
2026,1,0,0,71,0,1,1,0,1,105.75
289,0,0,0,10,0,0,0,1,0,44.85
1084,0,1,1,52,0,0,1,0,0,19.6
199,0,0,1,1,0,0,0,0,2,20.75
2061,0,1,1,7,0,0,0,0,2,48.7
3522,0,1,1,37,0,0,1,0,0,19.8
2898,0,0,0,6,1,1,2,1,2,63.4
6180,1,0,0,66,1,0,2,1,1,102.4
2172,0,0,0,1,0,0,0,0,0,43.95
2454,0,0,0,71,0,0,2,0,2,24.55
2933,0,1,1,68,0,0,2,1,1,24.0
4092,0,0,0,1,0,0,0,1,2,20.25
1396,0,0,0,64,0,0,1,1,0,100.05
4089,0,0,0,9,0,0,0,1,2,74.75
2323,0,0,0,29,0,0,0,1,0,98.6
1554,0,0,0,26,0,0,0,0,2,20.9
5722,1,1,0,27,1,1,0,1,1,104.3
3460,0,1,0,48,0,1,0,1,0,100.05
1922,0,1,1,25,0,0,0,0,2,60.35
5768,0,1,0,44,0,0,1,1,1,90.65
2039,0,0,0,22,0,0,0,1,2,79.35
4686,1,0,0,72,1,1,2,1,1,107.4
2945,0,0,0,9,1,0,0,0,2,75.6
6125,0,1,0,13,0,0,0,1,0,102.25
4005,0,0,0,1,0,0,0,1,2,24.05
3151,0,1,1,15,1,0,0,0,2,75.1
616,0,0,0,8,0,0,0,1,0,25.25
4369,0,0,0,3,0,0,0,0,2,24.75
1945,0,1,1,71,0,0,2,0,1,20.5
1915,0,0,0,24,0,1,0,1,0,51.1
1976,1,0,0,1,0,0,0,1,2,93.55
2531,0,1,0,71,0,0,2,1,0,24.45
5011,1,1,0,43,1,0,0,1,2,94.5
6358,0,1,1,72,1,1,2,1,1,80.45
5119,0,0,0,5,0,1,0,1,2,75.65
6525,0,1,1,55,0,0,2,0,2,20.5
5574,0,0,0,41,0,0,0,0,2,20.45
4950,0,1,0,4,0,0,0,1,2,91.65
2245,0,1,0,69,0,1,2,0,1,105.35
3608,0,0,0,39,0,0,0,0,2,75.25
2108,0,0,0,46,0,0,0,0,1,44.95
1905,0,0,0,41,0,0,1,1,2,24.85
3980,0,0,0,28,0,0,0,1,2,105.7
4895,1,1,0,44,1,1,0,1,2,85.15
6119,0,0,0,14,0,0,1,0,0,51.45
3800,0,0,1,66,1,1,2,1,0,90.95
6583,0,0,0,22,0,0,1,1,2,19.25
5374,0,0,0,10,0,0,0,1,2,74.75
7031,1,1,0,55,1,0,1,0,0,60.0
5798,0,0,0,5,0,0,0,1,2,85.2
1656,0,0,0,53,1,0,0,0,2,90.8
4396,1,0,0,1,0,0,0,1,2,25.1
2150,0,0,0,21,0,0,0,1,2,84.1
5656,0,0,0,1,1,0,0,0,2,49.75
5662,0,0,0,1,0,0,0,1,2,70.25
3143,0,1,1,13,0,1,0,1,2,72.8
2104,0,1,0,8,0,0,0,1,0,85.2
2154,0,0,1,24,0,0,2,0,2,19.75
1810,0,1,1,71,1,1,1,1,0,95.15
3965,1,1,0,52,0,0,1,1,2,106.5
5615,0,0,0,1,0,0,0,1,1,20.2
1480,0,0,0,39,0,1,1,0,2,35.55
3237,0,1,1,65,0,0,2,1,0,19.85
2542,0,0,1,35,0,1,1,1,2,72.1
4203,0,0,1,7,0,0,1,0,2,20.05
2074,1,0,0,43,1,1,0,1,0,108.15
3144,0,0,0,6,0,0,0,0,2,18.95
3827,0,0,0,2,0,0,1,0,2,20.45
433,0,0,0,12,0,0,0,1,1,45.4
319,0,1,0,35,0,1,0,1,0,91.5
2506,1,1,0,72,0,0,2,0,1,24.3
6979,0,0,1,1,0,0,0,0,2,24.2
5622,0,0,0,23,0,1,0,1,2,104.05
66,0,1,0,47,0,0,1,1,2,78.9
2445,0,1,1,27,1,0,0,0,2,74.4
2668,0,0,1,1,0,0,0,0,2,19.75
5969,0,0,0,31,1,1,0,0,2,87.6
1154,0,1,1,45,0,0,2,1,1,24.65
4347,0,0,0,50,0,1,2,1,2,100.2
3089,0,0,0,68,1,1,2,1,0,82.45
3232,0,1,1,36,1,0,1,0,2,53.65
2553,1,0,0,2,0,0,0,0,2,19.2
4165,0,0,0,6,0,1,0,1,1,87.95
2589,1,0,0,3,0,0,0,1,2,76.05
4250,0,0,0,63,1,1,1,0,0,104.5
4510,0,0,0,38,0,1,0,0,0,68.15
2290,0,1,0,13,0,0,0,1,1,48.75
4010,0,0,0,1,0,0,0,0,2,20.4
2064,0,1,1,30,0,0,1,0,1,19.55
